job_title,job_category,employee_residence,experience_level,employment_type,company_location,company_size,salary_in_usd
Data DevOps Engineer,Data Engineering,Germany,Mid-level,Full-time,Germany,L,95012
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,186000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,81800
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,212000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,93300
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,130000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,100000
Machine Learning Researcher,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,224400
Machine Learning Researcher,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,138700
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,210000
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,168000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,224400
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,138700
Data Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,United Kingdom,M,43064
Data Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,United Kingdom,M,36912
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,95000
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,75000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,300000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,234000
Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,United States,M,140000
Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,United States,M,120000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,204500
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,142200
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,155000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,110000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,266500
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,152000
Applied Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,L,222200
Applied Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,L,136000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,273400
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,182200
BI Developer,BI and Visualization,United States,Senior,Full-time,United States,M,167500
BI Developer,BI and Visualization,United States,Senior,Full-time,United States,M,106500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,185900
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,129300
Business Intelligence Engineer,BI and Visualization,United States,Mid-level,Full-time,United States,L,185000
Business Intelligence Engineer,BI and Visualization,United States,Mid-level,Full-time,United States,L,79600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,122000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,94500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,247300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,139700
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,176000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,100000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,204500
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,142200
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,247600
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,127300
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,223400
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,186200
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,167500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,106500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185900
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,129300
Research Analyst,Data Science and Research,United States,Entry-level,Full-time,United States,M,72000
Research Analyst,Data Science and Research,United States,Entry-level,Full-time,United States,M,64000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,179820
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,143860
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,283050
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,188700
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,133000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,58400
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,141298
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,115607
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,100000
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,75000
Machine Learning Engineer,Machine Learning and AI,Canada,Senior,Full-time,Canada,M,266500
Machine Learning Engineer,Machine Learning and AI,Canada,Senior,Full-time,Canada,M,144400
Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,United Kingdom,M,71363
Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,United Kingdom,M,55368
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,287500
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,156000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,90000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,70000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,199000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,162000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,170884
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,113923
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,184000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,123000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,235750
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,174250
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,165000
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,118800
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,225000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,150000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,213900
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,116800
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,220000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,150000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,150000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,100000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,247500
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,172200
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,155000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,226700
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,133300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,184000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,123000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,130000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,117000
Data Science Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,160000
Data Science Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,140000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,166000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,73000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185900
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,129300
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,104000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,143000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,116000
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,165000
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,118800
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,220000
Research Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,180000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,184000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,123000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,215000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,200000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,253000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,131000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,220000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,176000
Data Quality Analyst,Data Quality and Operations,United Kingdom,Entry-level,Full-time,United Kingdom,M,49216
Data Quality Analyst,Data Quality and Operations,United Kingdom,Entry-level,Full-time,United Kingdom,M,36912
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,210000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,147000
Data Product Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,186000
Data Product Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,161000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,205000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,152000
Data Engineer,Data Engineering,Canada,Mid-level,Full-time,Canada,M,220000
Data Engineer,Data Engineering,Canada,Mid-level,Full-time,Canada,M,190000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,205000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,152000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,137000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,110000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,172000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,146000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,148000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,99000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,150000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,130000
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,105000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,99000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,52500
Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,United States,M,180514
Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,United States,M,108308
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,210000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,147000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,290300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,196685
AI Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,220000
AI Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,176000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,175000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,130000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,185000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,150000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,145000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,115000
MLOps Engineer,Machine Learning and AI,United States,Entry-level,Full-time,United States,M,133000
MLOps Engineer,Machine Learning and AI,United States,Entry-level,Full-time,United States,M,58300
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,115000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,95000
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,110244
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,39372
Data Scientist,Data Science and Research,Spain,Entry-level,Full-time,Spain,M,43187
Data Scientist,Data Science and Research,Spain,Entry-level,Full-time,Spain,M,31310
Data Analyst,Data Analysis,United Kingdom,Entry-level,Full-time,United Kingdom,M,92280
Data Analyst,Data Analysis,United Kingdom,Entry-level,Full-time,United Kingdom,M,67672
Data Analyst,Data Analysis,United Kingdom,Entry-level,Full-time,United Kingdom,M,92280
Data Analyst,Data Analysis,United Kingdom,Entry-level,Full-time,United Kingdom,M,67672
Data Scientist,Data Science and Research,Ireland,Senior,Full-time,Other,L,75577
Deep Learning Engineer,Machine Learning and AI,Canada,Senior,Full-time,Canada,M,303387
Deep Learning Engineer,Machine Learning and AI,Canada,Senior,Full-time,Canada,M,100017
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,230300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,140000
Data Engineer,Data Engineering,South Africa,Senior,Full-time,Other,M,124935
Data Engineer,Data Engineering,South Africa,Senior,Full-time,Other,M,76050
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,224800
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,131100
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,258000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,171000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,196000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,121000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,195800
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,171500
Data Modeler,Data Architecture and Modeling,United States,Mid-level,Full-time,United States,M,166000
Data Modeler,Data Architecture and Modeling,United States,Mid-level,Full-time,United States,M,73100
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,220000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,160000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,85000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,65000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,220000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,100000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,152000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,220000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,100000
Data Scientist,Data Science and Research,Spain,Senior,Full-time,Spain,M,48585
Data Scientist,Data Science and Research,Spain,Senior,Full-time,Spain,M,38868
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,220000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,100000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,220000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,100000
Research Engineer,Data Science and Research,United States,Mid-level,Full-time,United States,M,220000
Research Engineer,Data Science and Research,United States,Mid-level,Full-time,United States,M,100000
Data Analyst,Data Analysis,Poland,Senior,Full-time,Other,M,110000
Data Analyst,Data Analysis,Poland,Senior,Full-time,Other,M,80000
Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,United Kingdom,S,36912
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,150200
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,71000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,167200
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,121000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,133000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,58400
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,135000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,110000
Data Product Owner,Leadership and Management,United Kingdom,Mid-level,Full-time,United Kingdom,M,104584
Data Product Owner,Leadership and Management,United Kingdom,Mid-level,Full-time,United Kingdom,M,73824
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,187415
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,114080
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,187415
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,114080
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,166000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,73100
Machine Learning Engineer,Machine Learning and AI,Canada,Senior,Full-time,Canada,M,306400
Machine Learning Engineer,Machine Learning and AI,Canada,Senior,Full-time,Canada,M,168700
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,187415
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,114080
Data Analyst,Data Analysis,United Kingdom,Entry-level,Full-time,United Kingdom,M,32974
Data Analyst,Data Analysis,United Kingdom,Entry-level,Full-time,United Kingdom,M,32974
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,165000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,140000
Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,United States,M,150000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,167000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,121000
Business Intelligence Engineer,BI and Visualization,United States,Mid-level,Full-time,United States,L,185000
Business Intelligence Engineer,BI and Visualization,United States,Mid-level,Full-time,United States,L,79600
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,190200
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,95100
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,133000
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,58400
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,90000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,70000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,166000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,73100
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,135000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,100000
Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,United Kingdom,M,180514
Data Engineer,Data Engineering,United Kingdom,Senior,Full-time,United Kingdom,M,108308
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,294000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,192000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,266000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,167000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,200000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,150000
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,163800
Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,M,88200
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,180400
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,138800
Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,United Kingdom,M,67672
Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,United Kingdom,M,55368
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,319000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,206000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,215000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,142000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,266000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,167000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,140130
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,84870
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,178300
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,105400
Applied Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,L,222200
Applied Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,L,136000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,215000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,142000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,240000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,210000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,122000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,94500
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,150000
Data Science Consultant,Data Science and Research,United States,Senior,Full-time,United States,M,116000
Data Science Consultant,Data Science and Research,United States,Senior,Full-time,United States,M,90000
Data Science Consultant,Data Science and Research,United States,Senior,Full-time,United States,M,145000
Data Science Consultant,Data Science and Research,United States,Senior,Full-time,United States,M,128000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,154000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,126000
Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,United States,M,240000
Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,United States,M,157250
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,219650
Data Engineer,Data Engineering,United States,Executive,Full-time,United States,M,136000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,150000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,180000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,125000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,247600
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,127300
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,60000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,55000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,250000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,125000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,190000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,170000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,202600
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,168800
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,132000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,111000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,203000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,127000
Business Intelligence Analyst,BI and Visualization,United States,Mid-level,Full-time,United States,M,125009
Business Intelligence Analyst,BI and Visualization,United States,Mid-level,Full-time,United States,M,83339
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,112200
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,91800
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,200000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,160000
AI Developer,Machine Learning and AI,France,Senior,Full-time,Other,M,161952
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,185000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,150000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,160000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,145000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,115000
Data Scientist,Data Science and Research,United States,Entry-level,Part-time,United States,M,133000
Data Scientist,Data Science and Research,United States,Entry-level,Part-time,United States,M,58300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,254000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,159000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,170000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,85000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,130500
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,116000
Research Analyst,Data Science and Research,United States,Entry-level,Full-time,United States,M,81400
Research Analyst,Data Science and Research,United States,Entry-level,Full-time,United States,M,43500
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,169000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,92000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,166000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,73100
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,190000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,165000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,305600
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,146600
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,150000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,275000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,146400
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,208500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,165000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,258700
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,172500
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,150000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,185000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,150000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,166000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,73100
Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,United States,M,198200
Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,United States,M,110200
Machine Learning Researcher,Machine Learning and AI,United States,Senior,Full-time,United States,M,166000
Machine Learning Researcher,Machine Learning and AI,United States,Senior,Full-time,United States,M,73100
Machine Learning Researcher,Machine Learning and AI,United States,Senior,Full-time,United States,M,212000
Machine Learning Researcher,Machine Learning and AI,United States,Senior,Full-time,United States,M,93300
AI Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,212000
AI Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,93300
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,166000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,73100
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,167100
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,111400
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,133000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,58400
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,166000
Data Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,73100
Data Analyst,Data Analysis,United States,Executive,Full-time,United States,M,170000
Data Analyst,Data Analysis,United States,Executive,Full-time,United States,M,145000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,212000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,93300
